ISIC_CODE,LEVEL_CODE,LEVEL_NO,PARENT_ISIC_CODE,NAME_FA,NAME_EN,TRANSLATION_STATUS_CODE,IS_SELECTABLE,SORT_ORDER
774,GROUP,3,77,لیزینگ مالکیت فکری و محصولات مشابه، به‌جز آثار دارای حق مؤلف,"Leasing of intellectual property and similar products, except copyrighted works",BANK_TRANSLATED,0,6160
7740,CLASS,4,774,لیزینگ مالکیت فکری و محصولات مشابه، به‌جز آثار دارای حق مؤلف,"Leasing of intellectual property and similar products, except copyrighted works",BANK_TRANSLATED,1,6170
78,DIVISION,2,N,فعالیت‌های اشتغال و کاریابی,Employment activities,BANK_TRANSLATED,0,6180
781,GROUP,3,78,فعالیت‌های مؤسسات کاریابی,Activities of employment placement agencies,BANK_TRANSLATED,0,6190
7810,CLASS,4,781,فعالیت‌های مؤسسات کاریابی,Activities of employment placement agencies,BANK_TRANSLATED,1,6200
782,GROUP,3,78,فعالیت‌های مؤسسات تأمین نیروی کار موقت,Temporary employment agency activities,BANK_TRANSLATED,0,6210
7820,CLASS,4,782,فعالیت‌های مؤسسات تأمین نیروی کار موقت,Temporary employment agency activities,BANK_TRANSLATED,1,6220
783,GROUP,3,78,سایر تأمین نیروی انسانی,Other human resources provision,BANK_TRANSLATED,0,6230
7830,CLASS,4,783,سایر تأمین نیروی انسانی,Other human resources provision,BANK_TRANSLATED,1,6240
79,DIVISION,2,N,فعالیت‌های آژانس مسافرتی، برگزارکننده تور، خدمات رزرو و فعالیت‌های مرتبط,"Travel agency, tour operator, reservation service and related activities",BANK_TRANSLATED,0,6250
791,GROUP,3,79,فعالیت‌های آژانس مسافرتی و برگزارکننده تور,Travel agency and tour operator activities,BANK_TRANSLATED,0,6260
7911,CLASS,4,791,فعالیت‌های آژانس مسافرتی,Travel agency activities,BANK_TRANSLATED,1,6270
7912,CLASS,4,791,فعالیت‌های برگزارکنندگان تور,Tour operator activities,BANK_TRANSLATED,1,6280
799,GROUP,3,79,سایر خدمات رزرو و فعالیت‌های مرتبط,Other reservation service and related activities,BANK_TRANSLATED,0,6290
7990,CLASS,4,799,سایر خدمات رزرو و فعالیت‌های مرتبط,Other reservation service and related activities,BANK_TRANSLATED,1,6300
80,DIVISION,2,N,فعالیت‌های امنیتی و تحقیقاتی,Security and investigation activities,BANK_TRANSLATED,0,6310
801,GROUP,3,80,فعالیت‌های امنیت خصوصی,Private security activities,BANK_TRANSLATED,0,6320
8010,CLASS,4,801,فعالیت‌های امنیت خصوصی,Private security activities,BANK_TRANSLATED,1,6330
802,GROUP,3,80,فعالیت‌های خدمات سیستم‌های امنیتی,Security systems service activities,BANK_TRANSLATED,0,6340
8020,CLASS,4,802,فعالیت‌های خدمات سیستم‌های امنیتی,Security systems service activities,BANK_TRANSLATED,1,6350
803,GROUP,3,80,فعالیت‌های تحقیقاتی,Investigation activities,BANK_TRANSLATED,0,6360
8030,CLASS,4,803,فعالیت‌های تحقیقاتی,Investigation activities,BANK_TRANSLATED,1,6370
81,DIVISION,2,N,خدمات مربوط به ساختمان‌ها و فعالیت‌های محوطه و فضای سبز,Services to buildings and landscape activities,BANK_TRANSLATED,0,6380
811,GROUP,3,81,فعالیت‌های پشتیبانی ترکیبی تأسیسات,Combined facilities support activities,BANK_TRANSLATED,0,6390
8110,CLASS,4,811,فعالیت‌های پشتیبانی ترکیبی تأسیسات,Combined facilities support activities,BANK_TRANSLATED,1,6400
812,GROUP,3,81,فعالیت‌های نظافت,Cleaning activities,BANK_TRANSLATED,0,6410
8121,CLASS,4,812,نظافت عمومی ساختمان‌ها,General cleaning of buildings,BANK_TRANSLATED,1,6420
8129,CLASS,4,812,سایر فعالیت‌های نظافت ساختمان و صنعتی,Other building and industrial cleaning activities,BANK_TRANSLATED,1,6430
813,GROUP,3,81,فعالیت‌های خدمات نگهداری و مراقبت از محوطه و فضای سبز,Landscape care and maintenance service activities,BANK_TRANSLATED,0,6440
8130,CLASS,4,813,فعالیت‌های خدمات نگهداری و مراقبت از محوطه و فضای سبز,Landscape care and maintenance service activities,BANK_TRANSLATED,1,6450
82,DIVISION,2,N,فعالیت‌های اداری دفتر، پشتیبانی دفتر و سایر فعالیت‌های پشتیبانی کسب‌وکار,"Office administrative, office support and other business support activities",BANK_TRANSLATED,0,6460
821,GROUP,3,82,فعالیت‌های اداری و پشتیبانی دفتر,Office administrative and support activities,BANK_TRANSLATED,0,6470
8211,CLASS,4,821,فعالیت‌های خدمات اداری ترکیبی دفتر,Combined office administrative service activities,BANK_TRANSLATED,1,6480
8219,CLASS,4,821,فتوکپی، آماده‌سازی اسناد و سایر فعالیت‌های تخصصی پشتیبانی دفتر,"Photocopying, document preparation and other specialized office support activities",BANK_TRANSLATED,1,6490
822,GROUP,3,82,فعالیت‌های مراکز تماس,Activities of call centres,BANK_TRANSLATED,0,6500
8220,CLASS,4,822,فعالیت‌های مراکز تماس,Activities of call centres,BANK_TRANSLATED,1,6510
823,GROUP,3,82,برگزاری همایش‌ها و نمایشگاه‌های تجاری,Organization of conventions and trade shows,BANK_TRANSLATED,0,6520
8230,CLASS,4,823,برگزاری همایش‌ها و نمایشگاه‌های تجاری,Organization of conventions and trade shows,BANK_TRANSLATED,1,6530
829,GROUP,3,82,فعالیت‌های خدمات پشتیبانی کسب‌وکار طبقه‌بندی‌نشده در جای دیگر,Business support service activities n.e.c.,BANK_TRANSLATED,0,6540
8291,CLASS,4,829,فعالیت‌های مؤسسات وصول مطالبات و دفاتر اعتبارسنجی,Activities of collection agencies and credit bureaus,BANK_TRANSLATED,1,6550
8292,CLASS,4,829,فعالیت‌های بسته‌بندی,Packaging activities,BANK_TRANSLATED,1,6560
8299,CLASS,4,829,سایر فعالیت‌های خدمات پشتیبانی کسب‌وکار طبقه‌بندی‌نشده در جای دیگر,Other business support service activities n.e.c.,BANK_TRANSLATED,1,6570
O,SECTION,1,,اداره عمومی و دفاع؛ تأمین اجتماعی اجباری,Public administration and defence; compulsory social security,BANK_TRANSLATED,0,6580
84,DIVISION,2,O,اداره عمومی و دفاع؛ تأمین اجتماعی اجباری,Public administration and defence; compulsory social security,BANK_TRANSLATED,0,6590
841,GROUP,3,84,اداره امور دولت و سیاست‌های اقتصادی و اجتماعی جامعه,Administration of the State and the economic and social policy of the community,BANK_TRANSLATED,0,6600
8411,CLASS,4,841,فعالیت‌های عمومی اداره دولت,General public administration activities,BANK_TRANSLATED,1,6610
8412,CLASS,4,841,تنظیم فعالیت‌های ارائه خدمات سلامت، آموزش، فرهنگی و سایر خدمات اجتماعی، به‌جز تأمین اجتماعی,"Regulation of the activities of providing health care, education, cultural services and other social services, excluding social security",BANK_TRANSLATED,1,6620
8413,CLASS,4,841,تنظیم و کمک به بهره‌برداری کارآمدتر کسب‌وکارها,Regulation of and contribution to more efficient operation of businesses,BANK_TRANSLATED,1,6630
842,GROUP,3,84,ارائه خدمات به جامعه به‌طور کلی,Provision of services to the community as a whole,BANK_TRANSLATED,0,6640
8421,CLASS,4,842,امور خارجه,Foreign affairs,BANK_TRANSLATED,1,6650
8422,CLASS,4,842,فعالیت‌های دفاعی,Defence activities,BANK_TRANSLATED,1,6660
8423,CLASS,4,842,فعالیت‌های نظم و امنیت عمومی,Public order and safety activities,BANK_TRANSLATED,1,6670
843,GROUP,3,84,فعالیت‌های تأمین اجتماعی اجباری,Compulsory social security activities,BANK_TRANSLATED,0,6680
8430,CLASS,4,843,فعالیت‌های تأمین اجتماعی اجباری,Compulsory social security activities,BANK_TRANSLATED,1,6690
P,SECTION,1,,آموزش,Education,BANK_TRANSLATED,0,6700
85,DIVISION,2,P,آموزش,Education,BANK_TRANSLATED,0,6710
851,GROUP,3,85,آموزش پیش‌دبستانی و ابتدایی,Pre-primary and primary education,BANK_TRANSLATED,0,6720
8510,CLASS,4,851,آموزش پیش‌دبستانی و ابتدایی,Pre-primary and primary education,BANK_TRANSLATED,1,6730
852,GROUP,3,85,آموزش متوسطه,Secondary education,BANK_TRANSLATED,0,6740
8521,CLASS,4,852,آموزش متوسطه عمومی,General secondary education,BANK_TRANSLATED,1,6750
8522,CLASS,4,852,آموزش متوسطه فنی و حرفه‌ای,Technical and vocational secondary education,BANK_TRANSLATED,1,6760
853,GROUP,3,85,آموزش عالی,Higher education,BANK_TRANSLATED,0,6770
8530,CLASS,4,853,آموزش عالی,Higher education,BANK_TRANSLATED,1,6780
854,GROUP,3,85,سایر آموزش‌ها,Other education,BANK_TRANSLATED,0,6790
8541,CLASS,4,854,آموزش ورزش و تفریح,Sports and recreation education,BANK_TRANSLATED,1,6800
8542,CLASS,4,854,آموزش فرهنگی,Cultural education,BANK_TRANSLATED,1,6810
8549,CLASS,4,854,سایر آموزش‌ها طبقه‌بندی‌نشده در جای دیگر,Other education n.e.c.,BANK_TRANSLATED,1,6820
855,GROUP,3,85,فعالیت‌های پشتیبانی آموزشی,Educational support activities,BANK_TRANSLATED,0,6830
8550,CLASS,4,855,فعالیت‌های پشتیبانی آموزشی,Educational support activities,BANK_TRANSLATED,1,6840
Q,SECTION,1,,فعالیت‌های سلامت انسان و مددکاری اجتماعی,Human health and social work activities,BANK_TRANSLATED,0,6850
86,DIVISION,2,Q,فعالیت‌های سلامت انسان,Human health activities,BANK_TRANSLATED,0,6860
861,GROUP,3,86,فعالیت‌های بیمارستانی,Hospital activities,BANK_TRANSLATED,0,6870
8610,CLASS,4,861,فعالیت‌های بیمارستانی,Hospital activities,BANK_TRANSLATED,1,6880
862,GROUP,3,86,فعالیت‌های طبابت پزشکی و دندانپزشکی,Medical and dental practice activities,BANK_TRANSLATED,0,6890
8620,CLASS,4,862,فعالیت‌های طبابت پزشکی و دندانپزشکی,Medical and dental practice activities,BANK_TRANSLATED,1,6900
869,GROUP,3,86,سایر فعالیت‌های سلامت انسان,Other human health activities,BANK_TRANSLATED,0,6910
8690,CLASS,4,869,سایر فعالیت‌های سلامت انسان,Other human health activities,BANK_TRANSLATED,1,6920
87,DIVISION,2,Q,فعالیت‌های مراقبتی اقامتی,Residential care activities,BANK_TRANSLATED,0,6930
871,GROUP,3,87,مراکز مراقبت پرستاری اقامتی,Residential nursing care facilities,BANK_TRANSLATED,0,6940
8710,CLASS,4,871,مراکز مراقبت پرستاری اقامتی,Residential nursing care facilities,BANK_TRANSLATED,1,6950
872,GROUP,3,87,فعالیت‌های مراقبتی اقامتی برای ناتوانی ذهنی، سلامت روان و سوءمصرف مواد,"Residential care activities for mental retardation, mental health and substance abuse",BANK_TRANSLATED,0,6960
8720,CLASS,4,872,فعالیت‌های مراقبتی اقامتی برای ناتوانی ذهنی، سلامت روان و سوءمصرف مواد,"Residential care activities for mental retardation, mental health and substance abuse",BANK_TRANSLATED,1,6970
873,GROUP,3,87,فعالیت‌های مراقبتی اقامتی برای سالمندان و افراد دارای معلولیت,Residential care activities for the elderly and disabled,BANK_TRANSLATED,0,6980
8730,CLASS,4,873,فعالیت‌های مراقبتی اقامتی برای سالمندان و افراد دارای معلولیت,Residential care activities for the elderly and disabled,BANK_TRANSLATED,1,6990
879,GROUP,3,87,سایر فعالیت‌های مراقبتی اقامتی,Other residential care activities,BANK_TRANSLATED,0,7000
8790,CLASS,4,879,سایر فعالیت‌های مراقبتی اقامتی,Other residential care activities,BANK_TRANSLATED,1,7010
88,DIVISION,2,Q,فعالیت‌های مددکاری اجتماعی بدون اقامت,Social work activities without accommodation,BANK_TRANSLATED,0,7020
881,GROUP,3,88,فعالیت‌های مددکاری اجتماعی بدون اقامت برای سالمندان و افراد دارای معلولیت,Social work activities without accommodation for the elderly and disabled,BANK_TRANSLATED,0,7030
8810,CLASS,4,881,فعالیت‌های مددکاری اجتماعی بدون اقامت برای سالمندان و افراد دارای معلولیت,Social work activities without accommodation for the elderly and disabled,BANK_TRANSLATED,1,7040
889,GROUP,3,88,سایر فعالیت‌های مددکاری اجتماعی بدون اقامت,Other social work activities without accommodation,BANK_TRANSLATED,0,7050
8890,CLASS,4,889,سایر فعالیت‌های مددکاری اجتماعی بدون اقامت,Other social work activities without accommodation,BANK_TRANSLATED,1,7060
R,SECTION,1,,هنر، سرگرمی و تفریح,"Arts, entertainment and recreation",BANK_TRANSLATED,0,7070
90,DIVISION,2,R,فعالیت‌های خلاقانه، هنری و سرگرمی,"Creative, arts and entertainment activities",BANK_TRANSLATED,0,7080
900,GROUP,3,90,فعالیت‌های خلاقانه، هنری و سرگرمی,"Creative, arts and entertainment activities",BANK_TRANSLATED,0,7090
9000,CLASS,4,900,فعالیت‌های خلاقانه، هنری و سرگرمی,"Creative, arts and entertainment activities",BANK_TRANSLATED,1,7100
91,DIVISION,2,R,کتابخانه‌ها، آرشیوها، موزه‌ها و سایر فعالیت‌های فرهنگی,"Libraries, archives, museums and other cultural activities",BANK_TRANSLATED,0,7110
910,GROUP,3,91,کتابخانه‌ها، آرشیوها، موزه‌ها و سایر فعالیت‌های فرهنگی,"Libraries, archives, museums and other cultural activities",BANK_TRANSLATED,0,7120
9101,CLASS,4,910,فعالیت‌های کتابخانه و آرشیو,Library and archives activities,BANK_TRANSLATED,1,7130
9102,CLASS,4,910,فعالیت‌های موزه و بهره‌برداری از اماکن و بناهای تاریخی,Museums activities and operation of historical sites and buildings,BANK_TRANSLATED,1,7140
9103,CLASS,4,910,فعالیت‌های باغ‌های گیاه‌شناسی و جانورشناسی و مناطق حفاظت‌شده طبیعی,Botanical and zoological gardens and nature reserves activities,BANK_TRANSLATED,1,7150
92,DIVISION,2,R,فعالیت‌های قمار و شرط‌بندی,Gambling and betting activities,BANK_TRANSLATED,0,7160
920,GROUP,3,92,فعالیت‌های قمار و شرط‌بندی,Gambling and betting activities,BANK_TRANSLATED,0,7170
9200,CLASS,4,920,فعالیت‌های قمار و شرط‌بندی,Gambling and betting activities,BANK_TRANSLATED,1,7180
93,DIVISION,2,R,فعالیت‌های ورزشی، سرگرمی و تفریح,Sports activities and amusement and recreation activities,BANK_TRANSLATED,0,7190
931,GROUP,3,93,فعالیت‌های ورزشی,Sports activities,BANK_TRANSLATED,0,7200
9311,CLASS,4,931,بهره‌برداری از تأسیسات ورزشی,Operation of sports facilities,BANK_TRANSLATED,1,7210
9312,CLASS,4,931,فعالیت‌های باشگاه‌های ورزشی,Activities of sports clubs,BANK_TRANSLATED,1,7220
9319,CLASS,4,931,سایر فعالیت‌های ورزشی,Other sports activities,BANK_TRANSLATED,1,7230
932,GROUP,3,93,سایر فعالیت‌های سرگرمی و تفریح,Other amusement and recreation activities,BANK_TRANSLATED,0,7240
9321,CLASS,4,932,فعالیت‌های شهربازی‌ها و پارک‌های موضوعی,Activities of amusement parks and theme parks,BANK_TRANSLATED,1,7250
9329,CLASS,4,932,سایر فعالیت‌های سرگرمی و تفریح طبقه‌بندی‌نشده در جای دیگر,Other amusement and recreation activities n.e.c.,BANK_TRANSLATED,1,7260
S,SECTION,1,,سایر فعالیت‌های خدماتی,Other service activities,BANK_TRANSLATED,0,7270
94,DIVISION,2,S,فعالیت‌های سازمان‌های عضویت‌محور,Activities of membership organizations,BANK_TRANSLATED,0,7280
941,GROUP,3,94,فعالیت‌های سازمان‌های عضویت‌محور کسب‌وکار، کارفرمایی و حرفه‌ای,"Activities of business, employers and professional membership organizations",BANK_TRANSLATED,0,7290
9411,CLASS,4,941,فعالیت‌های سازمان‌های عضویت‌محور کسب‌وکار و کارفرمایان,Activities of business and employers membership organizations,BANK_TRANSLATED,1,7300
9412,CLASS,4,941,فعالیت‌های سازمان‌های عضویت‌محور حرفه‌ای,Activities of professional membership organizations,BANK_TRANSLATED,1,7310
942,GROUP,3,94,فعالیت‌های اتحادیه‌های کارگری,Activities of trade unions,BANK_TRANSLATED,0,7320
9420,CLASS,4,942,فعالیت‌های اتحادیه‌های کارگری,Activities of trade unions,BANK_TRANSLATED,1,7330
949,GROUP,3,94,فعالیت‌های سایر سازمان‌های عضویت‌محور,Activities of other membership organizations,BANK_TRANSLATED,0,7340
9491,CLASS,4,949,فعالیت‌های سازمان‌های مذهبی,Activities of religious organizations,BANK_TRANSLATED,1,7350
9492,CLASS,4,949,فعالیت‌های سازمان‌های سیاسی,Activities of political organizations,BANK_TRANSLATED,1,7360
9499,CLASS,4,949,فعالیت‌های سایر سازمان‌های عضویت‌محور طبقه‌بندی‌نشده در جای دیگر,Activities of other membership organizations n.e.c.,BANK_TRANSLATED,1,7370
95,DIVISION,2,S,تعمیر رایانه و کالاهای شخصی و خانگی,Repair of computers and personal and household goods,BANK_TRANSLATED,0,7380
951,GROUP,3,95,تعمیر رایانه و تجهیزات ارتباطی,Repair of computers and communication equipment,BANK_TRANSLATED,0,7390
9511,CLASS,4,951,تعمیر رایانه و تجهیزات جانبی,Repair of computers and peripheral equipment,BANK_TRANSLATED,1,7400
9512,CLASS,4,951,تعمیر تجهیزات ارتباطی,Repair of communication equipment,BANK_TRANSLATED,1,7410
952,GROUP,3,95,تعمیر کالاهای شخصی و خانگی,Repair of personal and household goods,BANK_TRANSLATED,0,7420
9521,CLASS,4,952,تعمیر لوازم الکترونیکی مصرفی,Repair of consumer electronics,BANK_TRANSLATED,1,7430
9522,CLASS,4,952,تعمیر لوازم خانگی و تجهیزات خانه و باغ,Repair of household appliances and home and garden equipment,BANK_TRANSLATED,1,7440
9523,CLASS,4,952,تعمیر کفش و کالاهای چرمی,Repair of footwear and leather goods,BANK_TRANSLATED,1,7450
9524,CLASS,4,952,تعمیر مبلمان و اثاثیه منزل,Repair of furniture and home furnishings,BANK_TRANSLATED,1,7460
9529,CLASS,4,952,تعمیر سایر کالاهای شخصی و خانگی,Repair of other personal and household goods,BANK_TRANSLATED,1,7470
96,DIVISION,2,S,سایر فعالیت‌های خدمات شخصی,Other personal service activities,BANK_TRANSLATED,0,7480
960,GROUP,3,96,سایر فعالیت‌های خدمات شخصی,Other personal service activities,BANK_TRANSLATED,0,7490
9601,CLASS,4,960,شست‌وشو و خشکشویی محصولات نساجی و خز,Washing and (dry-) cleaning of textile and fur products,BANK_TRANSLATED,1,7500
9602,CLASS,4,960,آرایشگری و سایر خدمات زیبایی,Hairdressing and other beauty treatment,BANK_TRANSLATED,1,7510
9603,CLASS,4,960,فعالیت‌های کفن‌ودفن و خدمات مرتبط,Funeral and related activities,BANK_TRANSLATED,1,7520
9609,CLASS,4,960,سایر فعالیت‌های خدمات شخصی طبقه‌بندی‌نشده در جای دیگر,Other personal service activities n.e.c.,BANK_TRANSLATED,1,7530
T,SECTION,1,,فعالیت خانوارها به‌عنوان کارفرما؛ فعالیت‌های تفکیک‌نشده تولید کالا و خدمات خانوارها برای مصرف شخصی,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,BANK_TRANSLATED,0,7540
97,DIVISION,2,T,فعالیت خانوارها به‌عنوان کارفرمای کارکنان خانگی,Activities of households as employers of domestic personnel,BANK_TRANSLATED,0,7550
970,GROUP,3,97,فعالیت خانوارها به‌عنوان کارفرمای کارکنان خانگی,Activities of households as employers of domestic personnel,BANK_TRANSLATED,0,7560
9700,CLASS,4,970,فعالیت خانوارها به‌عنوان کارفرمای کارکنان خانگی,Activities of households as employers of domestic personnel,BANK_TRANSLATED,1,7570
98,DIVISION,2,T,فعالیت‌های تفکیک‌نشده تولید کالا و خدمات خانوارهای خصوصی برای مصرف شخصی,Undifferentiated goods- and services-producing activities of private households for own use,BANK_TRANSLATED,0,7580
981,GROUP,3,98,فعالیت‌های تفکیک‌نشده تولید کالا توسط خانوارهای خصوصی برای مصرف شخصی,Undifferentiated goods-producing activities of private households for own use,BANK_TRANSLATED,0,7590
9810,CLASS,4,981,فعالیت‌های تفکیک‌نشده تولید کالا توسط خانوارهای خصوصی برای مصرف شخصی,Undifferentiated goods-producing activities of private households for own use,BANK_TRANSLATED,1,7600
982,GROUP,3,98,فعالیت‌های تفکیک‌نشده تولید خدمات توسط خانوارهای خصوصی برای مصرف شخصی,Undifferentiated service-producing activities of private households for own use,BANK_TRANSLATED,0,7610
9820,CLASS,4,982,فعالیت‌های تفکیک‌نشده تولید خدمات توسط خانوارهای خصوصی برای مصرف شخصی,Undifferentiated service-producing activities of private households for own use,BANK_TRANSLATED,1,7620
U,SECTION,1,,فعالیت سازمان‌ها و نهادهای برون‌مرزی,Activities of extraterritorial organizations and bodies,BANK_TRANSLATED,0,7630
99,DIVISION,2,U,فعالیت سازمان‌ها و نهادهای برون‌مرزی,Activities of extraterritorial organizations and bodies,BANK_TRANSLATED,0,7640
990,GROUP,3,99,فعالیت سازمان‌ها و نهادهای برون‌مرزی,Activities of extraterritorial organizations and bodies,BANK_TRANSLATED,0,7650
9900,CLASS,4,990,فعالیت سازمان‌ها و نهادهای برون‌مرزی,Activities of extraterritorial organizations and bodies,BANK_TRANSLATED,1,7660
